"id";"source";"date";"url";"typologie";"ministre";"titre";"abstract";"content";"language";"summary";"themes";"applicability";"keywords";"processing_status";"created_at";"updated_at";"processed"
"2025/2367";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:L_202502367&locale=fr";"Actes non législatifs";"";"Décision (PESC) 2025/2367 du Conseil du 20 novembre 2025 concernant le soutien de l’Union aux activités du secrétariat du TCA à l’appui de la mise en œuvre du traité sur le commerce des armes";"";"content_files\eurlex\eurlex_l\2025_2367.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:34:08";""
"2025/2373";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:L_202502373&locale=fr";"Actes non législatifs";"";"Décision (PESC) 2025/2373 du Conseil du 20 novembre 2025 modifiant la décision (PESC) 2024/3116 sur le Collège européen de sécurité et de défense";"";"content_files\eurlex\eurlex_l\2025_2373.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:34:08";""
"2025/2378";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:L_202502378&locale=fr";"Actes non législatifs";"";"Décision (UE) 2025/2378 du Conseil du 21 octobre 2025 portant nomination de deux membres et de deux suppléants du Comité des régions, proposés par la République de Lettonie";"";"content_files\eurlex\eurlex_l\2025_2378.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:34:08";""
"2025/2334";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:L_202502334&locale=fr";"Actes non législatifs";"";"Décision d’exécution (UE) 2025/2334 de la Commission du 19 novembre 2025 écartant du financement de l’Union européenne certaines dépenses effectuées par certains États membres au titre du Fonds européen agricole de garantie (FEAGA) et du Fonds européen agricole pour le développement rural (Feader) [notifiée sous le numéro C(2025) 7762]";"";"content_files\eurlex\eurlex_l\2025_2334.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:34:08";""
"2025/2343";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:L_202502343&locale=fr";"Actes non législatifs";"";"Décision d’exécution (UE) 2025/2343 de la Commission du 19 novembre 2025 refusant la protection dans l’Union à l’appellation d’origine ВОЛОГОДСКОЕ КРУЖЕВО (VOLOGODSKOE KRUZHEVO) enregistrée au registre international des appellations d’origine et indications géographiques de l’acte de Genève [notifiée sous le numéro C(2025) 7686]";"";"content_files\eurlex\eurlex_l\2025_2343.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:34:08";""
"2025/2361";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:L_202502361&locale=fr";"Actes non législatifs";"";"Décision d’exécution (UE) 2025/2361 de la Commission du 18 novembre 2025 modifiant l’annexe de la décision d’exécution (UE) 2025/2256 concernant des mesures d’urgence motivées par l’apparition de foyers de la maladie de Newcastle en Pologne [notifiée sous le numéro C(2025) 7865]";"";"content_files\eurlex\eurlex_l\2025_2361.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:34:08";""
"2025/2212";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:L_202502212&locale=fr";"Actes non législatifs";"";"Orientation (UE) 2025/2212 de la Banque centrale européenne du 2 octobre 2025 modifiant l’orientation (UE) 2021/833 concernant les informations statistiques à déclarer relativement aux données bancaires consolidées (BCE/2021/14) (BCE/2025/34)";"";"content_files\eurlex\eurlex_l\2025_2212.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:34:08";""
"2025/2352";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:L_202502352&locale=fr";"Actes non législatifs";"";"Décision nO 3/2025 du comité mixte institué par l’accord entre l’Union européenne et l’Ukraine sur le transport de marchandises par route du 25 septembre 2025 en ce qui concerne la reconduction de l’accord [2025/2352]";"";"content_files\eurlex\eurlex_l\2025_2352.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:34:08";""
"2025/90933";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:L_202590933&locale=fr";"Rectificatifs";"";"Rectificatif au règlement d’exécution (UE) 2025/2081 de la Commission du 17 octobre 2025 instituant un droit antidumping définitif et portant perception définitive du droit provisoire institué sur les importations de patins de chenille en acier originaires de la République populaire de Chine (JO L, 2025/2081, 20.10.2025)";"";"content_files\eurlex\eurlex_l\2025_90933.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:34:08";""
"C/2025/6342";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506342&locale=fr";"Résolutions, recommandations et avis";"";"Recommandation du Comité européen du risque systémique du 25 septembre 2025 concernant les dispositifs de cyberjetons indexés multiémetteurs avec pays tiers (CERS/2025/9)";"";"content_files\eurlex\eurlex_c\C_2025_6342.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6233";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506233&locale=fr";"Communications";"";"Communication de la Commission — Lignes directrices concernant l’application du cadre législatif de l’Union en matière de sécurité générale des produits par les entreprises";"";"content_files\eurlex\eurlex_c\C_2025_6233.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6282";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506282&locale=fr";"Communications";"";"Autorisation des aides d’État dans le cadre des dispositions des articles 107 et 108 du traité sur le fonctionnement de l’Union européenne — Cas à l’égard desquels la Commission ne soulève pas d’objections — SA.118866";"";"content_files\eurlex\eurlex_c\C_2025_6282.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6350";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506350&locale=fr";"Communications";"";"Autorisation des aides d’État dans le cadre des dispositions des articles 107 et 108 du traité sur le fonctionnement de l’Union européenne — Cas à l’égard desquels la Commission ne soulève pas d’objections — SA.118929";"";"content_files\eurlex\eurlex_c\C_2025_6350.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6351";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506351&locale=fr";"Communications";"";"Autorisation des aides d’État dans le cadre des dispositions des articles 107 et 108 du traité sur le fonctionnement de l’Union européenne — Cas à l’égard desquels la Commission ne soulève pas d’objections — SA.120534";"";"content_files\eurlex\eurlex_c\C_2025_6351.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6355";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506355&locale=fr";"Communications";"";"Autorisation des aides d’État dans le cadre des dispositions des articles 107 et 108 du traité sur le fonctionnement de l’Union européenne — Cas à l’égard desquels la Commission ne soulève pas d’objections — SA.119752";"";"content_files\eurlex\eurlex_c\C_2025_6355.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6356";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506356&locale=fr";"Communications";"";"Autorisation des aides d’État dans le cadre des dispositions des articles 107 et 108 du traité sur le fonctionnement de l’Union européenne — Cas à l’égard desquels la Commission ne soulève pas d’objections — SA.118191";"";"content_files\eurlex\eurlex_c\C_2025_6356.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6357";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506357&locale=fr";"Communications";"";"Autorisation des aides d’État dans le cadre des dispositions des articles 107 et 108 du traité sur le fonctionnement de l’Union européenne — Cas à l’égard desquels la Commission ne soulève pas d’objections — SA.120232";"";"content_files\eurlex\eurlex_c\C_2025_6357.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6362";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506362&locale=fr";"Informations";"";"Avis à l'attention de la personne faisant l'objet des mesures restrictives prévues par la décision (PESC) 2023/2135 du Conseil, modifiée par la décision (PESC) 2025/2369 du Conseil, et par le règlement (UE) 2023/2147 du Conseil, mis en œuvre par le règlement d'exécution (UE) 2025/2368 du Conseil, concernant des mesures restrictives en raison d'activités compromettant la stabilité et la transition politique du Soudan";"";"content_files\eurlex\eurlex_c\C_2025_6362.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6363";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506363&locale=fr";"Informations";"";"Avis à l'attention de la personne faisant l'objet des mesures restrictives prévues par la décision (PESC) 2023/2135 du Conseil, modifiée par la décision (PESC) 2025/2369 du Conseil, et par le règlement (UE) 2023/2147 du Conseil, mis en œuvre par le règlement d'exécution (UE) 2025/2368 du Conseil, concernant des mesures restrictives en raison d'activités compromettant la stabilité et la transition politique du Soudan";"";"content_files\eurlex\eurlex_c\C_2025_6363.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6364";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506364&locale=fr";"Informations";"";"Avis à l'attention de la personne faisant l'objet des mesures restrictives prévues par la décision (PESC) 2023/2135 du Conseil, modifiée par la décision (PESC) 2025/2369 du Conseil, et par le règlement (UE) 2023/2147 du Conseil, mis en œuvre par le règlement d'exécution (UE) 2025/2368 du Conseil, concernant des mesures restrictives en raison d'activités compromettant la stabilité et la transition politique du Soudan";"";"content_files\eurlex\eurlex_c\C_2025_6364.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6366";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506366&locale=fr";"Informations";"";"Avis à l'attention des personnes faisant l'objet des mesures restrictives prévues par la décision (PESC) 2024/1484 du Conseil, modifiée par la décision (PESC) 2025/2357 du Conseil, et par le règlement (UE) 2024/1485 du Conseil, mis en œuvre par le règlement d'exécution (UE) 2025/2356 du Conseil, concernant des mesures restrictives en raison de la situation en Russie";"";"content_files\eurlex\eurlex_c\C_2025_6366.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6367";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506367&locale=fr";"Informations";"";"Avis à l'attention des personnes faisant l'objet des mesures restrictives prévues par la décision (PESC) 2024/1484 du Conseil, modifiée par la décision (PESC) 2025/2357 du Conseil, et par le règlement (UE) 2024/1485 du Conseil, mis en œuvre par le règlement d'exécution (UE) 2025/2356 du Conseil, concernant des mesures restrictives en raison de la situation en Russie";"";"content_files\eurlex\eurlex_c\C_2025_6367.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6368";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506368&locale=fr";"Informations";"";"Avis à l'attention des personnes concernées auxquelles s'appliquent les mesures restrictives prévues par la décision (PESC) 2024/1484 du Conseil, modifiée par la décision (PESC) 2025/2357 du Conseil, et le règlement (UE) 2024/1485 du Conseil, mis en œuvre par le règlement d'exécution (UE) 2025/2356 du Conseil, concernant des mesures restrictives en raison de la situation en Russie";"";"content_files\eurlex\eurlex_c\C_2025_6368.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/5662";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202505662&locale=fr";"Informations";"";"Taux de change de l'euro — 20 novembre 2025";"";"content_files\eurlex\eurlex_c\C_2025_5662.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6238";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506238&locale=fr";"Informations";"";"Communication de la Commission — Lignes directrices pour la mise en œuvre pratique du point d’accès Safety Business Gateway au titre de l'article 27, paragraphe 2, du règlement (UE) 2023/988";"";"content_files\eurlex\eurlex_c\C_2025_6238.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6343";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506343&locale=fr";"Informations";"";"Notes explicatives de la nomenclature combinée de l’Union européenne";"";"content_files\eurlex\eurlex_c\C_2025_6343.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6344";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506344&locale=fr";"Informations";"";"Résumé des décisions de l'Union européenne relatives aux autorisations de mise sur le marché des médicaments du 1 octobre 2025 au 31 octobre 2025 (Publié en vertu de l'article 13 ou de l'article 38 du règlement (CE) n° 726/2004 du Parlement européen et du Conseil ou de L’article 5 du règlement (UE) 2019/6 du Parlement européen et du Conseil)";"";"content_files\eurlex\eurlex_c\C_2025_6344.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6239";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506239&locale=fr";"Informations";"";"Rapport spécial 22/2025: Corrections financières dans le domaine de la cohésion — Un cadre complexe et une seule décision adoptée par la Commission à ce jour";"";"content_files\eurlex\eurlex_c\C_2025_6239.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6346";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506346&locale=fr";"Annonces";"";"Notification préalable d’une concentration (Affaire M.11811 — TIL / HUTCHISON PORTS / TERCAT)";"";"content_files\eurlex\eurlex_c\C_2025_6346.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6347";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506347&locale=fr";"Annonces";"";"Notification préalable d’une concentration (Affaire M.12225 — LONE STAR FUNDS / HILLENBRAND) — Cas susceptible d’être traité selon la procédure simplifiée";"";"content_files\eurlex\eurlex_c\C_2025_6347.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6348";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506348&locale=fr";"Annonces";"";"Notification préalable d’une concentration (Affaire M.12177 — CAPVEST / STADA GROUP) — Cas susceptible d’être traité selon la procédure simplifiée";"";"content_files\eurlex\eurlex_c\C_2025_6348.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6349";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506349&locale=fr";"Annonces";"";"Publication d’une demande d’enregistrement d’une indication géographique conformément à l’article 15, paragraphe 4, du règlement (UE) 2024/1143 du Parlement européen et du Conseil";"";"content_files\eurlex\eurlex_c\C_2025_6349.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/6354";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202506354&locale=fr";"Annonces";"";"Publication d’une demande d’enregistrement en application de l’article 50, paragraphe 2, point a), du règlement (UE) no 1151/2012 du Parlement européen et du Conseil relatif aux systèmes de qualité applicables aux produits agricoles et aux denrées alimentaires";"";"content_files\eurlex\eurlex_c\C_2025_6354.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"C/2025/90102";"EURLEX";"2025-11-21";"https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=OJ:C_202590102&locale=fr";"Rectificatifs";"";"Rectificatif à l’Avis au titre de l’article 29, paragraphe 2, du statut — Publication d’un avis de vacance pour le poste de directeur général adjoint responsable de la coordination de la politique Euratom (grade AD 15) — Direction générale de l’énergie — COM/2025/10473 (JO C, C/2025/6345, 20.11.2025)";"";"content_files\eurlex\eurlex_c\C_2025_90102.txt";"fr";"";"";"";"";"pending";"";"2025-11-21 16:36:11";""
"1";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052249875";"Décret";"PREMIER MINISTRE";"Décret n° 2025-965 du 16 septembre 2025 modifiant le décret n° 2019-973 du 20 septembre 2019 relatif à la situation des anciens Premiers ministres";"Décret n° 2025-965 du 16 septembre 2025 modifiant le décret n° 2019-973 du 20 septembre 2019 relatif à la situation des anciens Premiers ministres";"content_files\jorf\1.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"2";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052249882";"Arrêté";"PREMIER MINISTRE";"Arrêté du 31 juillet 2025 relatif aux dispenses d'homologation de sécurité des infrastructures et services logiciels informatiques qui composent le système d'information et de communication de l'Etat";"Arrêté du 31 juillet 2025 relatif aux dispenses d'homologation de sécurité des infrastructures et services logiciels informatiques qui composent le système d'information et de communication de l'Etat";"content_files\jorf\2.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"3";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052249897";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 5 septembre 2025 autorisant au titre de l'année 2026 l'ouverture de premiers concours internes de recrutement de professeurs des écoles";"Arrêté du 5 septembre 2025 autorisant au titre de l'année 2026 l'ouverture de premiers concours internes de recrutement de professeurs des écoles";"content_files\jorf\3.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"4";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052249916";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 5 septembre 2025 autorisant au titre de l'année 2026 l'ouverture de concours externes organisés à titre transitoire conformément aux dispositions du décret n° 2025-352 du 17 avril 2025 modifiant les conditions de recrutement et de formation des corps enseignants, du personnel d'éducation et des maîtres de l'enseignement privé sous contrat du ministère chargé de l'éducation nationale, de concours externes spéciaux (langues régionales), de seconds concours internes, de seconds concours internes spéciaux et de troisièmes concours de recrutement de professeurs des écoles";"Arrêté du 5 septembre 2025 autorisant au titre de l'année 2026 l'ouverture de concours externes organisés à titre transitoire conformément aux dispositions du décret n° 2025-352 du 17 avril 2025 modifiant les conditions de recrutement et de formation des corps enseignants, du personnel d'éducation et des maîtres de l'enseignement privé sous contrat du ministère chargé de l'éducation nationale, de concours externes spéciaux (langues régionales), de seconds concours internes, de seconds concours internes spéciaux et de troisièmes concours de recrutement de professeurs des écoles";"content_files\jorf\4.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"5";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052249941";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 5 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du second concours interne de recrutement de professeurs des écoles à Mayotte";"Arrêté du 5 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du second concours interne de recrutement de professeurs des écoles à Mayotte";"content_files\jorf\5.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"6";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052249963";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 5 septembre 2025 autorisant au titre de l'année 2026 l'ouverture de concours externes organisés à titre transitoire conformément aux dispositions du décret n° 2025-352 du 17 avril 2025 modifiant les conditions de recrutement et de formation des corps enseignants, du personnel d'éducation et des maîtres de l'enseignement privé sous contrat du ministère chargé de l'éducation nationale, de concours externes spéciaux (langues régionales), de seconds concours internes, de seconds concours internes spéciaux et de troisièmes concours d'accès à l'échelle de rémunération des professeurs des écoles des établissements d'enseignement privés sous contrat";"Arrêté du 5 septembre 2025 autorisant au titre de l'année 2026 l'ouverture de concours externes organisés à titre transitoire conformément aux dispositions du décret n° 2025-352 du 17 avril 2025 modifiant les conditions de recrutement et de formation des corps enseignants, du personnel d'éducation et des maîtres de l'enseignement privé sous contrat du ministère chargé de l'éducation nationale, de concours externes spéciaux (langues régionales), de seconds concours internes, de seconds concours internes spéciaux et de troisièmes concours d'accès à l'échelle de rémunération des professeurs des écoles des établissements d'enseignement privés sous contrat";"content_files\jorf\6.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
